OrderID,Customer,Age,City,Product,Category,Price,Quantity,Date
52,M,35,Mumbai,Shoes,Clothing,2000,2,2024-11-06
53,L,30,Kolkata,Phone,Tech,20000,1,2024-11-23
54,X,22,Delhi,Tablet,Tech,30000,1,2024-02-18
55,N,25,Delhi,Tablet,Tech,30000,2,2024-03-21
56,J,35,Bangalore,Shoes,Clothing,2000,3,2024-08-08
57,V,22,Mumbai,Phone,Tech,20000,1,2024-02-14
58,S,22,Mumbai,Shoes,Clothing,2000,1,2024-08-24
59,Y,25,Delhi,Shoes,Clothing,2000,3,2024-10-04
60,B,35,Chennai,Tablet,Tech,30000,3,2024-07-05
61,O,25,Mumbai,Tablet,Tech,30000,3,2024-11-08
62,J,22,Delhi,Laptop,Tech,50000,2,2024-09-18
63,H,22,Mumbai,Tablet,Tech,30000,3,2024-07-03
64,R,30,Bangalore,Phone,Tech,20000,2,2024-04-16
65,L,30,Mumbai,Shoes,Clothing,2000,2,2024-11-07
66,G,30,Bangalore,Shirt,Clothing,1000,1,2024-09-19
67,R,35,Mumbai,Shirt,Clothing,1000,3,2024-12-26
68,B,25,Bangalore,Laptop,Tech,50000,2,2024-02-19
69,Z,30,Delhi,Shoes,Clothing,2000,2,2024-10-19
70,Z,25,Kolkata,Laptop,Tech,50000,1,2024-11-06
71,Z,22,Chennai,Tablet,Tech,30000,2,2024-09-26
72,U,22,Mumbai,Phone,Tech,20000,3,2024-11-18
73,D,30,Mumbai,Phone,Tech,20000,3,2024-11-04
74,U,35,Delhi,Shoes,Clothing,2000,3,2024-04-07
75,Z,35,Chennai,Shirt,Clothing,1000,3,2024-09-12
76,H,35,Delhi,Tablet,Tech,30000,3,2024-11-18
77,H,25,Mumbai,Shoes,Clothing,2000,2,2024-03-01
78,T,25,Delhi,Tablet,Tech,30000,1,2024-10-28
79,B,25,Kolkata,Phone,Tech,20000,2,2024-03-16
80,B,30,Bangalore,Phone,Tech,20000,3,2024-12-22
81,L,25,Delhi,Phone,Tech,20000,3,2024-02-15
82,J,35,Mumbai,Laptop,Tech,50000,2,2024-12-22
83,N,25,Kolkata,Phone,Tech,20000,1,2024-02-06
84,U,30,Delhi,Shirt,Clothing,1000,3,2024-02-02
85,E,35,Chennai,Shirt,Clothing,1000,3,2024-11-07
86,R,30,Bangalore,Shoes,Clothing,2000,1,2024-06-21
87,Y,35,Chennai,Shirt,Clothing,1000,3,2024-09-02
88,I,30,Kolkata,Laptop,Tech,50000,3,2024-12-09
89,E,35,Chennai,Phone,Tech,20000,1,2024-04-01
90,V,35,Delhi,Phone,Tech,20000,3,2024-03-30
91,Y,25,Chennai,Laptop,Tech,50000,3,2024-07-26
92,P,22,Delhi,Shoes,Clothing,2000,3,2024-06-06
93,F,22,Chennai,Shoes,Clothing,2000,2,2024-03-20
94,Y,30,Bangalore,Shirt,Clothing,1000,3,2024-09-11
95,K,35,Chennai,Laptop,Tech,50000,1,2024-07-23
96,I,30,Mumbai,Shirt,Clothing,1000,1,2024-07-26
97,P,35,Bangalore,Phone,Tech,20000,3,2024-09-21
98,V,25,Chennai,Shoes,Clothing,2000,3,2024-04-18
99,A,25,Bangalore,Shoes,Clothing,2000,3,2024-09-19
100,R,30,Mumbai,Laptop,Tech,50000,2,2024-04-08
101,P,30,Kolkata,Tablet,Tech,30000,2,2024-02-01
102,G,35,Bangalore,Shoes,Clothing,2000,3,2024-01-10
103,R,35,Delhi,Laptop,Tech,50000,3,2024-06-28
104,Q,30,Kolkata,Laptop,Tech,50000,2,2024-06-24
105,L,35,Kolkata,Shoes,Clothing,2000,2,2024-08-09
106,Q,35,Delhi,Shirt,Clothing,1000,2,2024-05-24
107,L,25,Kolkata,Shirt,Clothing,1000,1,2024-07-02
108,Z,30,Kolkata,Shirt,Clothing,1000,1,2024-07-03
109,N,30,Delhi,Phone,Tech,20000,1,2024-10-24
110,U,25,Mumbai,Tablet,Tech,30000,3,2024-03-14
111,N,30,Mumbai,Shirt,Clothing,1000,2,2024-07-17
112,X,22,Mumbai,Phone,Tech,20000,3,2024-12-25
113,U,30,Mumbai,Laptop,Tech,50000,3,2024-08-20
114,Y,30,Chennai,Shirt,Clothing,1000,1,2024-10-27
115,E,22,Kolkata,Phone,Tech,20000,1,2024-11-30
116,R,25,Chennai,Shoes,Clothing,2000,3,2024-09-23
117,G,25,Kolkata,Phone,Tech,20000,1,2024-11-24
118,J,25,Mumbai,Tablet,Tech,30000,2,2024-01-03
119,O,35,Bangalore,Phone,Tech,20000,2,2024-12-11
120,S,22,Mumbai,Shoes,Clothing,2000,1,2024-05-24
121,C,22,Kolkata,Tablet,Tech,30000,2,2024-04-18
122,V,30,Bangalore,Shirt,Clothing,1000,3,2024-12-23
123,U,22,Chennai,Laptop,Tech,50000,2,2024-03-26
124,E,30,Bangalore,Shoes,Clothing,2000,2,2024-03-02
125,F,22,Mumbai,Laptop,Tech,50000,1,2024-12-08
126,O,35,Chennai,Laptop,Tech,50000,1,2024-07-10
127,V,25,Bangalore,Laptop,Tech,50000,2,2024-03-06
128,U,30,Chennai,Phone,Tech,20000,2,2024-05-01
129,A,25,Chennai,Tablet,Tech,30000,1,2024-12-09
130,K,22,Delhi,Shirt,Clothing,1000,2,2024-09-21
131,Y,35,Delhi,Shirt,Clothing,1000,3,2024-04-05
132,L,30,Delhi,Phone,Tech,20000,1,2024-07-22
133,T,22,Bangalore,Tablet,Tech,30000,3,2024-10-26
134,J,30,Mumbai,Laptop,Tech,50000,3,2024-07-17
135,F,35,Kolkata,Laptop,Tech,50000,2,2024-08-17
136,B,22,Kolkata,Tablet,Tech,30000,2,2024-08-14
137,F,35,Delhi,Shirt,Clothing,1000,3,2024-11-01
138,G,25,Delhi,Tablet,Tech,30000,1,2024-09-08
139,D,22,Chennai,Tablet,Tech,30000,3,2024-10-19
140,X,22,Delhi,Phone,Tech,20000,2,2024-01-15
141,B,30,Kolkata,Shirt,Clothing,1000,2,2024-09-05
142,Z,30,Kolkata,Shoes,Clothing,2000,1,2024-07-01
143,Y,30,Chennai,Tablet,Tech,30000,3,2024-03-06
144,W,22,Mumbai,Shirt,Clothing,1000,2,2024-11-12
145,Y,30,Chennai,Shoes,Clothing,2000,2,2024-03-18
146,S,35,Delhi,Phone,Tech,20000,2,2024-07-31
147,F,30,Delhi,Shirt,Clothing,1000,2,2024-01-04
148,J,30,Delhi,Tablet,Tech,30000,3,2024-01-15
149,K,22,Mumbai,Phone,Tech,20000,3,2024-05-04
150,N,25,Kolkata,Phone,Tech,20000,3,2024-11-03
151,K,30,Mumbai,Laptop,Tech,50000,1,2024-07-18
152,U,30,Bangalore,Phone,Tech,20000,1,2024-05-14
153,E,30,Chennai,Tablet,Tech,30000,2,2024-03-03
154,M,25,Bangalore,Phone,Tech,20000,3,2024-03-14
155,W,30,Mumbai,Shoes,Clothing,2000,1,2024-11-22
156,B,35,Bangalore,Shirt,Clothing,1000,2,2024-01-30
157,G,22,Mumbai,Shoes,Clothing,2000,3,2024-03-15
158,M,30,Mumbai,Phone,Tech,20000,2,2024-03-14
159,E,30,Bangalore,Shirt,Clothing,1000,2,2024-08-30
160,F,30,Delhi,Phone,Tech,20000,3,2024-06-15
161,G,22,Kolkata,Tablet,Tech,30000,2,2024-09-19
162,S,30,Delhi,Shirt,Clothing,1000,2,2024-10-27
163,O,35,Kolkata,Shirt,Clothing,1000,2,2024-01-31
164,O,30,Mumbai,Laptop,Tech,50000,3,2024-01-06
165,Z,22,Kolkata,Shoes,Clothing,2000,1,2024-06-21
166,H,30,Kolkata,Tablet,Tech,30000,1,2024-12-20
167,L,25,Kolkata,Shoes,Clothing,2000,2,2024-12-21
168,R,30,Mumbai,Shirt,Clothing,1000,1,2024-02-24
169,K,25,Mumbai,Tablet,Tech,30000,2,2024-10-19
170,Y,35,Chennai,Tablet,Tech,30000,2,2024-07-26
171,S,35,Chennai,Laptop,Tech,50000,1,2024-05-25
172,Q,25,Bangalore,Laptop,Tech,50000,2,2024-05-03
173,C,35,Delhi,Tablet,Tech,30000,3,2024-09-20
174,X,22,Bangalore,Laptop,Tech,50000,3,2024-09-10
175,O,22,Kolkata,Shirt,Clothing,1000,3,2024-02-01
176,H,22,Bangalore,Shirt,Clothing,1000,2,2024-07-20
177,H,22,Bangalore,Laptop,Tech,50000,1,2024-07-09
178,I,22,Mumbai,Shoes,Clothing,2000,3,2024-12-08
179,J,30,Kolkata,Tablet,Tech,30000,3,2024-11-08
180,Z,30,Delhi,Laptop,Tech,50000,3,2024-08-19
181,G,25,Kolkata,Phone,Tech,20000,1,2024-02-21
182,C,25,Delhi,Tablet,Tech,30000,2,2024-06-11
183,S,25,Kolkata,Tablet,Tech,30000,1,2024-02-04
184,M,22,Mumbai,Phone,Tech,20000,1,2024-01-05
185,A,22,Chennai,Shoes,Clothing,2000,1,2024-11-24
186,E,30,Mumbai,Shirt,Clothing,1000,1,2024-02-11
187,U,30,Mumbai,Shirt,Clothing,1000,3,2024-01-25
188,X,35,Bangalore,Laptop,Tech,50000,3,2024-12-27
189,R,30,Mumbai,Tablet,Tech,30000,2,2024-08-02
190,X,35,Delhi,Laptop,Tech,50000,3,2024-04-29
191,B,22,Delhi,Tablet,Tech,30000,1,2024-07-30
192,X,22,Delhi,Laptop,Tech,50000,3,2024-12-30
193,O,25,Bangalore,Phone,Tech,20000,3,2024-09-22
194,W,22,Chennai,Phone,Tech,20000,1,2024-06-11
195,W,30,Delhi,Tablet,Tech,30000,3,2024-05-10
196,Z,35,Bangalore,Shoes,Clothing,2000,1,2024-09-25
197,M,30,Kolkata,Phone,Tech,20000,2,2024-01-12
198,Y,22,Chennai,Shoes,Clothing,2000,1,2024-01-01
199,K,25,Chennai,Laptop,Tech,50000,3,2024-05-17
200,C,22,Mumbai,Tablet,Tech,30000,3,2024-12-23
201,C,22,Delhi,Tablet,Tech,30000,1,2024-11-24
202,M,35,Bangalore,Tablet,Tech,30000,3,2024-03-17
203,M,30,Mumbai,Phone,Tech,20000,3,2024-02-24
204,H,30,Bangalore,Tablet,Tech,30000,2,2024-04-07
205,Z,30,Chennai,Shirt,Clothing,1000,1,2024-02-29
206,B,30,Delhi,Shirt,Clothing,1000,2,2024-05-19
207,Q,22,Mumbai,Tablet,Tech,30000,2,2024-02-11
208,M,22,Mumbai,Phone,Tech,20000,3,2024-10-09
209,L,30,Chennai,Shoes,Clothing,2000,2,2024-10-18
210,Z,35,Delhi,Phone,Tech,20000,1,2024-05-07
211,F,30,Kolkata,Shirt,Clothing,1000,3,2024-05-11
212,Z,22,Chennai,Shoes,Clothing,2000,3,2024-06-29
213,Y,22,Delhi,Phone,Tech,20000,3,2024-02-24
214,S,22,Mumbai,Laptop,Tech,50000,2,2024-01-09
215,D,25,Kolkata,Shirt,Clothing,1000,1,2024-04-03
216,R,30,Bangalore,Tablet,Tech,30000,2,2024-04-02
217,W,22,Kolkata,Tablet,Tech,30000,3,2024-08-01
218,T,35,Bangalore,Tablet,Tech,30000,3,2024-04-26
219,B,25,Chennai,Tablet,Tech,30000,3,2024-01-11
220,S,22,Kolkata,Shirt,Clothing,1000,2,2024-04-20
221,T,22,Chennai,Shirt,Clothing,1000,3,2024-08-30
222,R,22,Kolkata,Laptop,Tech,50000,2,2024-09-17
223,A,35,Delhi,Shoes,Clothing,2000,1,2024-11-11
224,O,35,Mumbai,Tablet,Tech,30000,1,2024-04-18
225,X,35,Mumbai,Shoes,Clothing,2000,3,2024-04-14
226,X,22,Delhi,Shirt,Clothing,1000,3,2024-02-05
227,F,22,Mumbai,Shoes,Clothing,2000,2,2024-04-08
228,E,35,Bangalore,Laptop,Tech,50000,1,2024-08-21
229,U,22,Bangalore,Shoes,Clothing,2000,1,2024-09-02
230,K,25,Bangalore,Phone,Tech,20000,2,2024-07-08
231,Y,30,Mumbai,Tablet,Tech,30000,1,2024-04-17
232,Q,25,Kolkata,Phone,Tech,20000,1,2024-12-16
233,L,25,Kolkata,Tablet,Tech,30000,3,2024-08-29
234,C,30,Mumbai,Tablet,Tech,30000,2,2024-09-10
235,N,35,Bangalore,Phone,Tech,20000,3,2024-10-15
236,L,30,Kolkata,Shoes,Clothing,2000,1,2024-08-19
237,H,30,Delhi,Shirt,Clothing,1000,2,2024-09-04
238,Q,35,Kolkata,Laptop,Tech,50000,2,2024-04-24
239,J,25,Bangalore,Laptop,Tech,50000,3,2024-03-03
240,J,25,Kolkata,Laptop,Tech,50000,2,2024-05-20
241,X,25,Bangalore,Tablet,Tech,30000,1,2024-08-24
242,F,35,Mumbai,Shoes,Clothing,2000,2,2024-11-29
243,T,22,Mumbai,Shirt,Clothing,1000,1,2024-09-24
244,K,30,Bangalore,Shoes,Clothing,2000,2,2024-09-19
245,Z,22,Bangalore,Shirt,Clothing,1000,1,2024-02-18
246,V,25,Mumbai,Tablet,Tech,30000,2,2024-08-30
247,T,30,Bangalore,Laptop,Tech,50000,1,2024-01-20
248,F,22,Kolkata,Tablet,Tech,30000,2,2024-10-03
249,U,30,Bangalore,Phone,Tech,20000,1,2024-12-25
250,L,35,Chennai,Phone,Tech,20000,1,2024-06-12
251,I,25,Mumbai,Tablet,Tech,30000,1,2024-09-24
252,C,22,Kolkata,Shoes,Clothing,2000,3,2024-11-16
253,B,25,Mumbai,Laptop,Tech,50000,2,2024-09-11
254,L,30,Delhi,Shirt,Clothing,1000,2,2024-01-20
255,P,30,Chennai,Shoes,Clothing,2000,1,2024-08-24
256,O,22,Bangalore,Laptop,Tech,50000,1,2024-09-27
257,X,30,Delhi,Phone,Tech,20000,2,2024-08-06
258,B,25,Chennai,Shirt,Clothing,1000,3,2024-12-22
259,Y,35,Mumbai,Tablet,Tech,30000,1,2024-10-13
260,C,35,Delhi,Tablet,Tech,30000,1,2024-11-27
261,T,22,Chennai,Laptop,Tech,50000,2,2024-06-27
262,G,25,Kolkata,Phone,Tech,20000,3,2024-11-13
263,C,35,Chennai,Shirt,Clothing,1000,1,2024-05-05
264,F,35,Chennai,Shirt,Clothing,1000,2,2024-04-14
265,M,22,Kolkata,Shirt,Clothing,1000,3,2024-11-23
266,I,22,Chennai,Phone,Tech,20000,3,2024-09-19
267,B,22,Bangalore,Shoes,Clothing,2000,3,2024-07-09
268,S,35,Bangalore,Shirt,Clothing,1000,2,2024-10-01
269,Z,22,Delhi,Phone,Tech,20000,2,2024-08-12
270,N,30,Chennai,Shoes,Clothing,2000,2,2024-01-09
271,Q,30,Delhi,Phone,Tech,20000,1,2024-02-01
272,K,30,Delhi,Shirt,Clothing,1000,3,2024-04-23
273,P,35,Chennai,Laptop,Tech,50000,1,2024-08-08
274,S,30,Kolkata,Tablet,Tech,30000,3,2024-11-05
275,I,35,Mumbai,Laptop,Tech,50000,2,2024-01-22
276,J,30,Bangalore,Laptop,Tech,50000,2,2024-06-21
277,M,22,Delhi,Shirt,Clothing,1000,1,2024-04-03
278,X,22,Mumbai,Shoes,Clothing,2000,3,2024-02-06
279,M,25,Delhi,Phone,Tech,20000,1,2024-11-14
280,C,35,Mumbai,Shoes,Clothing,2000,1,2024-06-08
281,B,22,Chennai,Phone,Tech,20000,1,2024-08-27
282,F,25,Bangalore,Laptop,Tech,50000,1,2024-12-27
283,P,35,Bangalore,Laptop,Tech,50000,1,2024-12-30
284,D,25,Chennai,Shoes,Clothing,2000,1,2024-07-17
285,A,30,Delhi,Phone,Tech,20000,1,2024-05-29
286,X,25,Bangalore,Phone,Tech,20000,3,2024-06-13
287,U,35,Kolkata,Shirt,Clothing,1000,2,2024-03-22
288,J,25,Kolkata,Laptop,Tech,50000,3,2024-02-15
289,M,25,Chennai,Shoes,Clothing,2000,2,2024-05-31
290,P,22,Kolkata,Shoes,Clothing,2000,3,2024-04-06
291,E,35,Chennai,Tablet,Tech,30000,1,2024-02-06
292,X,25,Chennai,Phone,Tech,20000,3,2024-10-04
293,V,22,Mumbai,Tablet,Tech,30000,3,2024-08-08
294,A,30,Delhi,Shirt,Clothing,1000,2,2024-07-30
295,X,30,Delhi,Tablet,Tech,30000,3,2024-09-05
296,U,22,Kolkata,Shoes,Clothing,2000,1,2024-04-17
297,V,22,Chennai,Shirt,Clothing,1000,2,2024-02-05
298,E,25,Chennai,Shirt,Clothing,1000,2,2024-01-11
299,J,35,Kolkata,Laptop,Tech,50000,2,2024-08-13
300,C,25,Chennai,Phone,Tech,20000,1,2024-05-12
301,I,22,Mumbai,Laptop,Tech,50000,2,2024-03-28
302,D,22,Mumbai,Tablet,Tech,30000,2,2024-01-10
303,R,25,Delhi,Shirt,Clothing,1000,3,2024-07-13
304,A,30,Mumbai,Shoes,Clothing,2000,3,2024-06-17
305,G,30,Kolkata,Shirt,Clothing,1000,2,2024-08-09
306,S,35,Chennai,Shirt,Clothing,1000,3,2024-08-05
307,R,25,Chennai,Shirt,Clothing,1000,1,2024-09-03
308,D,35,Bangalore,Tablet,Tech,30000,1,2024-03-18
309,H,30,Bangalore,Tablet,Tech,30000,3,2024-12-23
310,B,35,Kolkata,Shoes,Clothing,2000,1,2024-11-08
311,Z,35,Chennai,Shoes,Clothing,2000,3,2024-10-24
312,E,22,Mumbai,Phone,Tech,20000,1,2024-12-30
313,W,30,Kolkata,Shirt,Clothing,1000,2,2024-08-22
314,F,22,Chennai,Tablet,Tech,30000,3,2024-04-21
315,H,35,Delhi,Shirt,Clothing,1000,2,2024-07-11
316,X,22,Kolkata,Shirt,Clothing,1000,2,2024-06-05
317,M,30,Bangalore,Shoes,Clothing,2000,1,2024-05-05
318,N,25,Mumbai,Phone,Tech,20000,1,2024-05-02
319,I,30,Chennai,Shoes,Clothing,2000,1,2024-12-24
320,U,35,Bangalore,Phone,Tech,20000,3,2024-08-10
321,T,30,Delhi,Phone,Tech,20000,3,2024-04-18
322,P,25,Mumbai,Shoes,Clothing,2000,2,2024-06-25
323,H,25,Mumbai,Laptop,Tech,50000,1,2024-06-22
324,V,25,Bangalore,Phone,Tech,20000,1,2024-01-13
325,T,25,Mumbai,Tablet,Tech,30000,3,2024-03-06
326,B,35,Kolkata,Phone,Tech,20000,2,2024-04-08
327,Z,22,Kolkata,Shirt,Clothing,1000,3,2024-08-11
328,C,22,Delhi,Laptop,Tech,50000,2,2024-06-22
329,X,22,Bangalore,Laptop,Tech,50000,1,2024-04-21
330,O,25,Mumbai,Shoes,Clothing,2000,1,2024-07-02
331,X,25,Mumbai,Laptop,Tech,50000,1,2024-10-14
332,S,30,Bangalore,Shoes,Clothing,2000,1,2024-09-01
333,W,25,Bangalore,Shirt,Clothing,1000,3,2024-02-10
334,E,30,Kolkata,Tablet,Tech,30000,3,2024-10-18
335,M,25,Bangalore,Shirt,Clothing,1000,1,2024-04-04
336,C,35,Chennai,Phone,Tech,20000,3,2024-01-16
337,M,30,Mumbai,Phone,Tech,20000,3,2024-09-02
338,E,22,Delhi,Shoes,Clothing,2000,1,2024-06-01
339,V,30,Chennai,Shoes,Clothing,2000,3,2024-01-05
340,K,22,Kolkata,Shirt,Clothing,1000,3,2024-05-26
341,T,25,Mumbai,Shoes,Clothing,2000,2,2024-11-20
342,T,22,Chennai,Shirt,Clothing,1000,2,2024-10-31
343,F,30,Delhi,Laptop,Tech,50000,1,2024-11-19
344,T,25,Kolkata,Tablet,Tech,30000,1,2024-12-28
345,G,35,Bangalore,Tablet,Tech,30000,2,2024-11-14
346,W,25,Kolkata,Tablet,Tech,30000,1,2024-02-26
347,Z,35,Bangalore,Phone,Tech,20000,3,2024-11-21
348,D,25,Delhi,Laptop,Tech,50000,3,2024-10-11
349,H,22,Kolkata,Shoes,Clothing,2000,1,2024-11-20
350,A,35,Kolkata,Laptop,Tech,50000,1,2024-05-14
351,N,25,Kolkata,Shoes,Clothing,2000,3,2024-06-20
352,B,22,Delhi,Laptop,Tech,50000,1,2024-11-09
353,I,25,Delhi,Shirt,Clothing,1000,2,2024-11-01
354,C,22,Mumbai,Shirt,Clothing,1000,3,2024-02-27
355,G,35,Kolkata,Shoes,Clothing,2000,1,2024-07-18
356,T,30,Kolkata,Laptop,Tech,50000,1,2024-03-28
357,M,22,Kolkata,Laptop,Tech,50000,2,2024-06-26
358,Y,25,Mumbai,Laptop,Tech,50000,2,2024-06-09
359,N,25,Chennai,Tablet,Tech,30000,3,2024-01-14
360,P,22,Bangalore,Phone,Tech,20000,1,2024-03-03
361,N,25,Bangalore,Phone,Tech,20000,1,2024-11-29
362,E,35,Mumbai,Shirt,Clothing,1000,1,2024-07-31
363,F,22,Delhi,Phone,Tech,20000,3,2024-09-14
364,F,25,Chennai,Laptop,Tech,50000,2,2024-11-09
365,T,25,Kolkata,Phone,Tech,20000,1,2024-07-03
366,P,30,Kolkata,Tablet,Tech,30000,3,2024-12-10
367,U,35,Chennai,Shoes,Clothing,2000,3,2024-05-30
368,I,35,Bangalore,Shirt,Clothing,1000,2,2024-01-14
369,A,25,Kolkata,Tablet,Tech,30000,3,2024-03-10
370,A,22,Kolkata,Phone,Tech,20000,2,2024-05-19
371,C,35,Bangalore,Shirt,Clothing,1000,3,2024-06-30
372,L,25,Kolkata,Shirt,Clothing,1000,3,2024-08-21
373,G,22,Bangalore,Shoes,Clothing,2000,3,2024-11-23
374,G,35,Mumbai,Phone,Tech,20000,1,2024-09-12
375,R,25,Chennai,Shoes,Clothing,2000,3,2024-11-27
376,P,35,Kolkata,Tablet,Tech,30000,1,2024-11-09
377,S,30,Delhi,Laptop,Tech,50000,2,2024-09-24
378,M,35,Bangalore,Phone,Tech,20000,2,2024-11-17
379,K,30,Mumbai,Laptop,Tech,50000,1,2024-09-28
380,J,22,Chennai,Tablet,Tech,30000,2,2024-07-13
381,Z,25,Chennai,Shirt,Clothing,1000,1,2024-02-28
382,V,30,Delhi,Tablet,Tech,30000,3,2024-01-11
383,M,22,Bangalore,Shoes,Clothing,2000,3,2024-04-11
384,G,35,Kolkata,Shoes,Clothing,2000,1,2024-10-13
385,O,30,Chennai,Phone,Tech,20000,2,2024-07-30
386,V,25,Mumbai,Phone,Tech,20000,3,2024-02-16
387,B,25,Bangalore,Laptop,Tech,50000,3,2024-01-26
388,N,35,Bangalore,Shirt,Clothing,1000,1,2024-06-22
389,T,35,Chennai,Shirt,Clothing,1000,3,2024-06-26
390,E,30,Chennai,Phone,Tech,20000,2,2024-02-16
391,J,35,Mumbai,Tablet,Tech,30000,1,2024-11-09
392,J,22,Kolkata,Tablet,Tech,30000,1,2024-06-22
393,Q,30,Kolkata,Phone,Tech,20000,2,2024-11-13
394,Y,35,Delhi,Phone,Tech,20000,3,2024-02-29
395,T,30,Kolkata,Phone,Tech,20000,2,2024-12-14
396,S,25,Bangalore,Shoes,Clothing,2000,1,2024-08-28
397,A,35,Mumbai,Shoes,Clothing,2000,2,2024-08-22
398,A,22,Bangalore,Phone,Tech,20000,3,2024-08-23
399,N,35,Chennai,Shoes,Clothing,2000,1,2024-06-18
400,C,25,Kolkata,Shirt,Clothing,1000,3,2024-09-16
401,C,30,Kolkata,Laptop,Tech,50000,1,2024-09-03
402,A,22,Chennai,Laptop,Tech,50000,2,2024-04-07
403,R,30,Mumbai,Shirt,Clothing,1000,3,2024-07-15
404,M,22,Delhi,Shirt,Clothing,1000,2,2024-03-24
405,D,30,Chennai,Laptop,Tech,50000,3,2024-07-24
406,V,22,Mumbai,Phone,Tech,20000,1,2024-12-14
407,M,22,Kolkata,Laptop,Tech,50000,3,2024-10-10
408,T,35,Mumbai,Laptop,Tech,50000,1,2024-04-24
409,F,35,Bangalore,Shirt,Clothing,1000,2,2024-07-02
410,G,25,Mumbai,Shirt,Clothing,1000,1,2024-01-01
411,B,30,Kolkata,Laptop,Tech,50000,1,2024-01-25
412,O,35,Mumbai,Laptop,Tech,50000,3,2024-02-09
413,K,30,Bangalore,Tablet,Tech,30000,1,2024-06-05
414,C,22,Mumbai,Shoes,Clothing,2000,1,2024-06-21
415,P,25,Chennai,Laptop,Tech,50000,2,2024-06-12
416,Q,25,Chennai,Phone,Tech,20000,2,2024-04-21
417,Q,25,Bangalore,Phone,Tech,20000,1,2024-11-18
418,O,35,Chennai,Phone,Tech,20000,3,2024-04-17
419,S,22,Kolkata,Laptop,Tech,50000,1,2024-06-24
420,K,30,Bangalore,Shirt,Clothing,1000,3,2024-08-17
421,Q,22,Bangalore,Phone,Tech,20000,1,2024-11-28
422,M,25,Bangalore,Laptop,Tech,50000,3,2024-03-31
423,S,22,Chennai,Shirt,Clothing,1000,3,2024-06-15
